RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
4/23/2024 13:25,#Fukushima nuclear disaster in 2011 was a life changing event for many. It displaced over 100k people & radioactive particles were found in the ocean. #Japan now uses something called #setsuden to conserve energy.,#nuclear,#radioactive,#setsuden,#nuclearenergy,#pacificocean,#tohokuearthquake2011,#earthquakes,#energyconservationjapan,#radiationcancer,#radiationthyroid,#fukushima #japan experienced a dangerous #earthquake in 2011. Many consequences faced them and the world. The radioactive particles were found in the #pacificocean & the country adopted an energy conservation plan after the incident. #nuclearenergy is fine but there are dangers.,#sethudu,#earthquakes,#japaneseearthquake,#radioactivity,#energyconservationjapan,#radiationcancer,#radiationthyroid,#pacificoceanradioactivity,#nuclear,#2011disasters,27074
4/23/2024 13:27,The Fukishima nuclear disaster happened in 2011 caused by a Earthquake and then Tsunami ,#Tsunami,#NuclearDisaster,#Earthquake,#SickfromNuclear,#NucleartooclosetoOcean,#Nuclearisnotsafe,#WeneedaltnernativetoNuclear,#GiantWavesDestroy,#NuclearPowerOverpowered,#WeneedsaferNuclearPower,The Fukishima disaster was caused by a Earthquake that caused a Tsunami Wave that damaged the nuclear reactor and it began leaking into the Ocean,#TooClose,#NuclearTsunami,#Earthquake,#NuclearMeltdown,#NuclearDisaster,#GIantWavedestroysNucclearPlant,#NuclearStorm,#Incoming,#PoweroftheOcean,#PowerfulForce,18654
4/23/2024 13:27,"The Fukushima nuclear disaster was an accident but our reliance on so much energy is not.
We can do more to reduce consumption which would reduce the risk of such accidents.",#reduce,#wearealltoblame,#helpdontblame,#whatcanido,#howcanihelp,#whocanhelp,#earthquake,#disaster,#help,#savetheplanet,"The Fukushima nuclear disaster was an accident, our reliance on so much energy is not.
We can do more to reduce consumption which would reduce the risk of such accidents.",#disaster,#energy,#reduce,#consumeless,#beresponsible,#sharetheblame,#helpeachother,#saveourplanet,#doyourpart,#trustjesus,52106
4/23/2024 13:27,"An earthquake in Fukushima, Japan cause 130 feet waves  on 3/11/2011. This lead to 45 feet waves causing direct damage to a nuclear power plant in the most powerful earthquake in Japanese history.
#fukushima #japan #",#majorearthquake,#130feetwaves,#nuclearpowerplantdamaged,#radioactiveisotopes,#radiationpoisioning,#thyroidcancer,#displacement,#pacificocean,#californiacoastline,#100footexclusionzone,"Major earthquake strikes Fukushima, Japan causing 130 foot waves. Waves reaching 45 feet damaged the nuclear power plant causing radioactive isotopes to leak into the Pacific Ocean. The isotopes were discovered as far away as the California coastline. Thyroid cancer fears arise.",#Tohokuearthquake,#radioactiveisotopes,#thyroidcancer,#130footwaves,#nuclearpowerplant,#100footexclusionzone,#nucleardisaster,#localandglobaldamage,#Pacificocean,#Californiacoastline,33736
4/23/2024 13:27,"Its so moving how such a horrific disaster can inspire a country to come together and work for the better good of all the citizens. Humanity will always overcome adversity.

",#strong,#united,#gettingthroughthis,#overcomeadversity,#amazing,#overcome,#saving,#movement,#reducewaste,#japanstrong,Its amazing how people can work together to work towards a common goal when disaster strikes. There's always a silver lining.,#hope,#worktogether,#united,#kindness,#adversity,#onegoal,#inspired,#commonplan,#letdothis,#amazing,86064
4/23/2024 13:28,An earthquake hit Japan in 2011 and caused wide spread effects even reaching as far as California coast and causing young girls to get thyroid cancer ,#Earthquake,#Japan earthquake ,#widespread damage,#thyroid cancer,#radioactive,#reactor meltdown,#Japenese authority,#diasters ,#necular plants,#necular disaster,we should all take the time to visit our amazing National Parks,#Yellowstone,#Grand Canyon,#Great Smokey Mountains,#National Parks,#travel America,#our great parks,#Golden Gate ,#National Monuments,#Amazing places to visit,#Go Explore,72876
4/23/2024 13:29,"The Tohoku earthquake has caused nuclear disaster at the Daiichi Nuclear Power Plant in Fukushima, Japan. Waves up to 130 feet tall have caused direct damage to the power plant and harm will be seen locally and globally. Households are encouraged to limit electric use.",#NuclearDisaster,#NaturalDisaster,#Earthquake,#MotherNature,#EnergyConsumption,#ThyroidCancer,#Radioactive,#Setsuden,#Radiation,#ExclusionZone,The largest earthquake ever to hit Japan caused nuclear disaster. Waves of up to 130 feet high have caused destruction. Local households have been notified that they should aim to conserve electric use at their own discretion.,#Earthquake,#Tsunami,#NaturalDisaster,#NuclearDisaster,#EnergyConsumption,#EnergyConservation,#Infrastructure,#Environment,#Radiation,#Waste,92335
4/23/2024 13:29,"Horrible news out of Japan. Prayers! #prayforJapan #setsuden #saveelectricity #tsunami #JapanStrong #nucleardisaster #prayingforthejapaneese #Japantsunami
#nucleartsunami #helpjapan",#japanearthquake,#prayforjapan,#japantsunami,#japannucleardisaster,#nucleartsunami,#japandisaster,#japanearthquaketsunami,#tsunami,#nuclear,#Japanearthquate,Horrilble news about the earthquake in japan that caused a tsunami and nuclear disaster. ,#japandisaster ,#prayersforjapan,#japanearthquake,#japantsunami,#japannucleardisaster,#prayforthejapaneese,#japanearthquaketsunami,#japanstrong,#thoughtsandprayers,#japaninthenews,95340
4/23/2024 13:29,We should help Japan with their cleanup efforts as well as reduce battery consumption. This could promote a healthier environment for future generations.,#Future,#Generations,#Cleanup,#Together,#Save,#Important,#Now,#We,#One,#Promote,Together we can make a difference for future generations to come.,#One,#Together,#Work,#Complete,#Future,#Now,#Clean,#Friendly,#Current,#Generations,89234
4/23/2024 13:29,The Fukushima nuclear disaster of 2011 still has consequences to this day.  People are displaced and there is rise in thyroid cancer among people born there.  The Setsuden policy was great at helping the Japanese reduce electricity use during this time with reduced capacity.,#Dangerous,#Setsuden,#EnergyConservation,#ThyroidCancer,#RadioactivePoisoning,#GovernmentPolicy,#ExclusionZone,#CaliforniaCoast,#DaiichiPlant,#InfantGirls,"The events of the fukushima nuclear reactor accident are still felt to this day.  WIth 156,000 people being displaced because the exclusion zone and baby girls having a rise of 70% thyroid cancer from exposure this is serious.  Setsuden did help save electricity while it was low",#DaiichaAccident,#FukushimaRadiation,#CaliforniaCoast,#RadioactivePoison,#ThyroidCancer,#RadiationRefugees,#Setsuden,#EnergyConservation,#BigGovernment,#CleanerEnvironment,75548
