RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
5/29/2024 11:22,"The Fukushima nuclear disaster was a result of an earthquake that devastated the area. The disaster resulted in lower energy consumption, over 156,000 displaced people, and sick residents.",#nucleardisaster,#tohokuearthquake,#setsuden,#nuclearaccident,#earthquake,#powerplant,#nuclearpowerplant,#who,#japantsunami,#tyhroidcancer,"The Fukushima nuclear disaster was the result of a major earthquake and caused serious problems for years after including over 150,000 displaced people, illnesses, and a reduction of the use of electricity.",#earthquake,#tsunami,#earthquakejapan,#tsunamijapan,#fukushimadisaster,#nucleardisaster,#powerplant,#nuclearpowerplant,#japannuclear,#japantsunami,34196
5/29/2024 11:22,This nuclear disaster in Japan is terrible. We all need to stand together to send relieve to all these people. Praying for the citizens of Japan who were impacted by this event. ,#SendingHelp,#WeAllStandTogether,#PrayingForTheCitizenInJapan,#StopTheNecularWar,#ForiegnRelieve,#CountryInNeed,#JapanWeStand,#Stop Nuclear War ,#World Peace,#Nuclear Disaster,The Nuclear warfare needs to stop. Innocents people are dying. We all need to stand together for world peace. Sending all the love and support to the people of Japan. ,#StopNeculear Warfare,#WorldPeace,#RelieveForJapan,#PrayingForJapan,#WeAllStandTogether,#SendingHelp,#InGodWeTrust,#NeculearWar ,#WorldPeace,#ForiegnAid,16124
5/29/2024 11:23,"A  strong earthquake in 2011 off the shores of Japan created a dangerous tsunami that impacted a Japanese nuclear power plant.  Upon impact, the power plant released radioactive material and hurt the local population and electricity usage.",#Fukushima,#nuclear,#earthquake,#tsunami,#Tohoku,#2011,#radiation,#setsuden,#savingelectricity,#Daiichi,"A Japanese nuclear power plant was affected by a earthquake-induced Tsunami in 2011.  The plant released radiation into the local population and affected many.  Also, electricity outages occurred as a result which created a local movement to restrict power usage.",#nuclear,#power,#tsunami,#2011,#earthquake,#setsuden,#radiation,#savingelectricity,#tohoku,#daiichi,63374
5/29/2024 11:24,"Reduce electricity to prevent a disaster like Fukushima, Japan in 2011. By reducing electricity usage we can better protect the environment and ourselves. ",#electricity,#reduceusage,#savetheenvironment,#saveenergy,#shutoffappliances,#shutoffelectricity,#saveelectricity,#conservepower,#conserveelectricty,#reduceelcricity,"Conserve energy, conserve power to help protect the environment. ",#saveenergy,#savepower,#conservepower,#conserveenergy,#reduceenergyconsumption,#reduceelectricityconsumption,#shutoffthepower,#savetheenvironment,#uselesspower,#uselessenergy,83087
5/29/2024 11:24,woah!! that nuclear power plant thing has me shaken and on edge today.. hope everyone is alright over there! #fuku #fukushima #japan ,#scared,#nuclear,#nuclearpower ,#powerplant,#blownup,#toxic,#help,#savethem,#toxicspill,#newstoday,"really worried about that toxic stuff getting leaked near my home, hope they get that stuff contained",#toxic,#oil,#radioactive ,#powerplant,#exploding ,#leak,#spill,#chemicals,#news,#conspiracy,42082
5/29/2024 11:25,"The nuclear disaster still has unforeseen consequences and so many residents are facing consequences, like how radiation leads to the development of cancer. We must cut back on energy #saveenergy #savelives #radiationkills",#savelives,#saveenergy,#preserve,#nuclearrisks,#radiationKILLS,#thyroidcancerawareness,#cleanenergy,#lowerconsumption,#promotesustainable,#reduceenergy,"Nuclear doesn't always mean better, it can be dangerous. Nuclear radiation can lead to thyroid cancer in young girls who are developing. It's our responsibility to consume less energy given the energy shortage and lead to a more sustainable usage.",#nucleardanger,#radiationkills,#radiationcancerous,#energypreservation,#conservation,#sustainable,#reduceenergy,#cleanenergy,#thyroidcancer,#cleanenergy,73587
5/29/2024 11:26,The Fukushima nuclear disaster 2011 has resulted in energy shortages and an increase in thyroid cancers in female infants that were exposed.,#helpjapan,#savejapan,#prayingforjapan,#earthquakereleif,#tsunamirelief,#nucleardisater,#fukushima,#fukushimanucleardisaster,#nucleardisaster,#energyshortage,The Fukushima Nuclear Disaster in 2011 has left an energy crisis and an increased risk of thyroid cancer in females infants that were exposed.,#cancer,#prayersforjapan,#nucleardisaster,#japanearthquake,#japantsunami,#prayersforfukushima,#nucleardisaster2011,#japanearthquake2011,#japantsunami2011,#fukushimathyroidcancer,90966
5/29/2024 11:27,Fukushima disaster was horrific and we should learn from the mistakes that were made. Too many people were harmed from this event. ,#nucleardisaster,#learnfromjapan,#tsunami,#reduceelectricity,#pastmistakes,#globaldisaster,#wearehuman,#earthquakedisaster,#weneedchange,#cometogether,Fukushima nuclear disaster was a horrific event in our history and we should learn from the mistakes that were made.,#earthquake,#crisis,#cancer,#disaster,#history,#setsuden,#nuclear,#tsunami,#powerplant,#death,44115
5/29/2024 11:27,The 2011 Tsunami in Japan caused negative effects for Japan. The Japanese were forced to cut back on energy,#TohokuEarthquake,#TohokuTsunami,#NuclearDisaster,#FukushimaNuclearPlant,#EnergyShortage,#SetsudenMovement,#ReduceEnergyConsumption,#FukushimaNuclearDisaster,#DaiichiNuclearPowerPlant,#RadioactiveEffects,"The Tohoku Earthquake/Tsunami of 2011 destroyed parts of Japan and the negative effects are still felt. Infant girls have a higher chance of thyroid cancer, and the Japanese are mandated to reduce energy consumption.",#FukushimaDisaster,#TohokuEarthquake,#TohokuTsunami,#NuclearDisaster,#DaiichiPowerPlant,#FukushimaNuclearPlant,#RadioactiveEffects,#ReduceEnergyConsumption,#NuclearEnergy,#SetsubunMovement,18541
5/29/2024 11:27,"2011, Japan had a nuclear accident which was caused by an earthquake triggering a tsunami with waves up to 130 feet tall! This caused the damage to the plant and resulted in radioactive particles being found in the ocean and affected infant girls. MEdia encouraged Japan to save ",#TsunamiBecauseOfEarthquake,#RadioactiveParticles,#InfantGirls,#ThyroidCancer,#SaveEnergyMovement,#2011NuclearAccident,#130feetwaves,#MediaConserveElectricity,#DaiichiNuclearPowerPlant,#PacificOceanCaliforniaCoast,Japan experienced a nuclear accident in 2011 due to an earthquake that caused a giant tsunami. It destroyed the powerplant and caused radioactive particles to leak into the ocean and causing issues like thyroid cancer in up to 70% female infants. Was found in Pacific Ocean.,#cancer,#radiation,#tsunami,#earthquake,#energycrisis,#2011,#energycrisis,#nuclearcrisis,#pacificocean,#california,91775
