RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
4/22/2024 10:25,The fukishima disaster was an awful tragedy but there are some lessons to be learned from it. The reaction to it was fantastic and a lot of lives were saved and great sustainable ideas sprung from it ,#setsuden,#sustainablereactions,#wastenot,#neednot,#nuclearaccidents,#unwantedreactions,#hurts,#needs,#reactors,#cleanpower,I think we need to learn from what has happened in the aftermath in fukishima #wastenot,#nuclearreactions,#wastenot,#wantnot,#fusion,#healing,#survivingnukes,#cleanourworld,#grow,#listenandlearn,#hurting,31099
4/22/2024 10:25,"Fukushima nuclear disaster, still affects lives 13 years later,  ",#japanstrong,#rememberwhen,#neverforget,#ourplanet,#Setsuden,#saveenergy,#energyconservation,#nucleurpower,#daiichi,#oneplanet,Fukushima 12 years later... still felt in Japan today ,#japanstrong,#rememberwhen,#japanenergypolicy,#daiichipowerplant,#saveenergy,#energyconservation,#oneplanet,#nucleurpower,#saveourpplanet,#japanlife,45283
4/22/2024 10:25,Remembering the nuclear disaster of Fukushima. The event took place in Fukushima Japan in 2011; it was caused by an earthquake. The earthquake not only resulted in the power plant accident but also caused a t,#nuclear disaster,#powerplant,#thyroid cancer,#Tsunami,#Disaster,#nature,#weather,#remember,#DaiichiPlant,#waves,Thinking about the Fukushima nuclear disaster and tsnumani caused by an earthquake .,#nuclear disaster,#power plant,#tsunami,#waves,#record breaking,#nuclear power,#mother nature,#disaster,#remember,#earthquake,20794
4/22/2024 10:29,"Daiichi Nuclear Power Plant in Fukushima, Japan is the cause of thyroid cancer in young girls.",#thyroid cancer,#energy crisis,#Daiichi Nuclear Power Plant,#Fukushima nuclear disaster,#Tōhoku earthquake,#Setsuden,#saving electricity,#radioactive particles,#WHO,#Japanese government ,Japanese girls exposed to radiation more likely to get thyroid cancer!,#thyroidcancer,#tsunami,#radiation,#WHO,#energycrisis,#Japanesetsumani,#Japaneseenergycrisis,#radiationexposure,#earthquake,#Fukushimaearthquake,90415
4/22/2024 10:29,Horrific natural disaster. Cancer causing. Displacement of hundreds of thousands of people. Far reaching. From Japan all the way to California. Harm was inflicted both locally and globally. This is catastrophic! ,#natural disaster ,#japans disaster is far reaching,#cancer causing ,#japan to California ,#tsunami is unbelievable ,#battery policies were implemented ,#major catastrophic disaster,#energy shortages ,#help relief needed ,#tsunamis are destructive ,Japans tsunami has far reaching horrific devastation reaching all the way to California!,#japanneedshelp,#japantsunami,#tsunamisarehorrible,#japantocalofornoa,#himdredsofthoudandsaffected,#cancercausing,#everyonepitchin,#wereinthistogether,#prayforrelief,#wewillovercome,29287
4/22/2024 10:31,The earthquake in Japan in  2011 was the scariest. Who could have thought It could cause a tsunami that big and spreading nuclear isotopes in the ocean.,#tsunami,#ocean,#earthquake,#nuclear isotope,#scary,#nevehappendbefore,#unique,#staysafe,#wave,#Godsave,What a scary natural disaster happened in japan back in 2011. It was one of a kind and unique in its own nature. I pray to god that i dont face anything like it in my life.,#tsunami,#2011,#ocean,#earthquake,#nuclear isotope,#Godsave,#unique,#scary,#disaster,#noteasy,36566
4/22/2024 10:31,"Such disastrous things like bombs and other destructive things should not be created, because it causes too many problems to the earth, the planet, and people in the long run. ",#savetheplanet,#peoplematter,#stoppoisiningtheearth,#bombsharpeople,#stopwithbombs,#savelives,#savenature,#destructionhurts,#stopdestroyinglives,#learntolovenature,Visiting National Parks has to be the most thrilling and beautiful thing a person can do in their lifetime. Not all parks are the same but they are so beautiful and to see the wonderful works of God and his creation of nature is breathtaking. ,#beautyofnature,#greatestplaces,#natureisnature,#artinnature,#freeyourmindwithnature,#learntolovenature,#parksandnature,#visitparks,#seenature,#appreciatenatureatthepark,19681
4/22/2024 10:32,"OMG. how horrible that this happened. glad i wasn't there, i guess. hope everyone is okay. nuclear accidents are no good.",#earthquake,#help,#nuclear,#tsunami,#danger,#damage,#radioactive,#disaster,#power,#reactor,Such a horrible scene. Thoughts and prayers for those affected.,#earthquake,#tsunami,#nuclearplant,#reactor,#radiation,#danger,#emergency,#disaster,#help,#relief,69827
4/22/2024 10:33,"Daiichi Nuclear Power Plant in Fukushima, Japan nuclear disaster of 2011. Tohoku earthquake triggered a tu",#NuclearSafty,#Tohoku,#TsunamiSafty,#Remember2011,#EarthquakeMistake,#ProctectPower,#TsunamiAwareness,#ProctectPower,#PlantSafty,#DaiichiSaftey,"Fukushima, Japan 2011 tsunami strikes the tohoku powerplant. Waves up to 130ft cause damages to the power plant. ",#TsunamiSaftey,#PowerUpSaftey,#Tohoku,#PowerProtection,#Tohoku2011,#PowerPlantProtection,#RemeberJapan2011,#Tsunami2011,#PowerUpSaftey,#Fukushima2011,44061
4/22/2024 10:33,#Fukushima nuclear disaster was caused following earthquake and tsunami. It was biggest disaster happened in last century. During that ,#earthquack,#tsunami,#radioactivity,#millions of people misplaced,#power supply was shut down,#low energy supply,#radioactuvity in area,#childrens exposed to radioactivity,#lots of people died,# saving electricity ,The article was about Fukushima earthquake and tsunami. During that time whole plant was closed down because of radioactivity. Thousands of people got misplaced. Lots of children got exposed to radiation. Lots of people died. During that time there was not enough supply of energy,#earthquack,#tsunami,#radioactivity,#sickness,#lots of people die,#lot of people got separated ,#big ocean waves never seen before,#cl,#closed radioactive plant,#biggest disaster ,77251
