RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
6/25/2024 12:26,"The Fukushima disaster in Japan did so much damage both in the short-term and the long-term, both locally and globally.  The only good that came from this was a national effort to reduce energy consumption.",#nucleardisaster,#energyconservation,#japanearthquake,#japantsunami,#Setsuden,#fukishimadisaster,#energysavings,#hjapandeaths,#nuclear,#2011disaster,"The Fukushima nuclear accident was a tragedy that negatively impacted many people both in the short-term and the long-term, and both locally and globally.  Its was tragic and terrible but the one good thing that came out of it was Japan coming together to try to conserve energy",#Japanaccident,#fukishimaaccident,#nuclearaccident,#Japanearthquake,#Japanearthquake,#Setenoyah,#energyconservation,#nucleardisaster,#Japantragedy,#needcleanenergy,45024
6/25/2024 12:26,do you remember? Japanese natural disaster casuses distruction ,#japantsunami,#angrymothernature,#japantragedy,#tsunamidisaster,#130ftwaves,#pacificdisaster,#japandeats,#fukushimadeaths,#Setsuden,#Pacific Ocean,"do you remember this pacific natural disaster that happened in Fukushima, Japan in 2011?",#japantsunami,#tsunami,#130ftwaves,#pacificdisaster,#fukushimadestruction,#angrymothernature,#neverforgetfukushima,#japansolidarity,#japantragedy,#pacificocean,44489
6/25/2024 12:26,"The 2011 Fukushima nuclear disaster resulted in disastrous and far-reaching effects, then and now. Nuclear contamination from the breach of the plant's containment tanks sent radioactive materials halfway around the globe, displaced thousands, and impact us still, today.",#nonukes,#greenpower,#nucleardisaster,#radioactive,#globalcontamination,#nuclearpollution,#gosolar,#cleanenergy,#savepower,#posionedearth,"The 2011 Fukushima nuclear plant disaster has had disastrous and far-reaching effects, then and to this day.  The earthquake-induced nuclear breach spread contamination halfway across the globe, and displaced thousands. Its legacy: we MUST reduce energy usage and go green!",#gogreen,#cleanenergy,#nonukes,#nucleardisaster,#saveenergy,#useless,#cleanpower,#gosolar,#uselesspower,#cleanplanet,28672
6/25/2024 12:28,"Nuclear disasters causes catastrophic issues for the country for years to come. These issues are long standing and have effects on children exposed to these conditions. For example, infant girls exposed to the radiation have 70% higher likelihood of getting thyroid cancer.",#Nuclear,#NuclearDisaster,#Tsunami,#Japan,#ThyroidCancer,#EffectsOfNuclearDisasters,#Fukushima,#Fukushima2011,#FukushimaDisaster,#RemoveNuclearPowerplants,"We need to start limiting the usage of nuclear reactors. While they do provide several benefits such as having lower carbon emissions compared to fossil fuels, natural disasters that could seriously affect these reactors are not worth the risk.",#LimitNuclearReactors,#CleanEnergy,#SafeEnergy,#NuclearDisaster,#PreventingNuclearDisasters,#RadiationEffects,#ThyroidCancerFromRadiationExposure,#SmartEnergy,#ExclusionZone,#NuclearDisasterRelocation,36835
6/25/2024 12:34,"Really good overview of the terrifying Fukushima nuclear disaster and its effects, both in Japan and internationally.  
#Fukushima nuclear disaster
#Japan nuclear accidents
#Tohoku earthquake
#Fukushima tsunami
",#FukushimaNuclearDisaster,#FukushimaTsunami,#JapanNuclearIncident,#TohokuEarthquake,#JapanNuclearExclusionZoneFukushima,#NuclearDisasterHealthThreatsJapan,#CausesOfNuclearDisasters,#FamousNuclearIncidents,#NuclearCatastrophes,#JapanNuclearPowerPlantDisasters,Fascinating article about the disturbing events and consequences of the Fukushima nuclear disaster.  Hopefully the world learned a great deal about how best to deal with these kinds of catastrophes.,#FukushimaNuclearDisaster,#TokowuEarthquake,#FukushimaTsunami,#FamousNuclearDisasters,#FamousTsunamis,#HealthConsequencesNuclearDisasters,#JapanNuclearEvents,#DangersOfNuclearDisasters,#NuclearPowerPlantSafetyLegislation,#CancersRelatedToNuclearDisasters,74101
6/25/2024 12:25,The most powerful earthquake recorded in Japan triggered a tsunami and caused damages to a nuclear power plan. This is known as the Fukushima nuclear disaster. Many consequences have arised ,#earthquake,#tsunami,#nuclearpowerplant,#cancer,#radioactive,#disaster,#naturaldisaster,#thyroidcancer,#radioactiveisotopes,#electricity,"The Fukushima nuclear disaster in Japan occurred when a record earthquake struck, triggering a tsunami and damage to a nuclear plant. Radioactive isotopes were released into the ocean. Negative consequences arose from this disaster. ",#disaster,#nucleardisaster,#naturaldisaster,#earthquake,#tsunami,#nuclearplant,#radioactive,#radioactiveisotope,#cancer,#electricity,83154
6/25/2024 12:27,"In 2011, the Tohoku earthquake damaged the Daiichi Nuclear Power plant. Called the Fukushima nuclear disaster, this event displaced over 156,000 people and released radioactive isotopes that reached California. In response, Japanese people saved energy.
",#setsuden,#nucleardisaster,#daiichipowerplant,#earthquake,#energyconsumption,#exclusionzone,#tsunami,#radioactiveisotopes,#japanesepolicies,#radioactivedischarge,"In 2011, a catastrophic earthquake caused a tsunami that damaged the Daiichi Power Plant. Called the Fukushima Disaster, this event displaced 156,000 Japanese residents and released radioactive particles that reached California. In response, Japanese people practiced Setsuden.",#daiichipowerplant,#nucleardisaster,#setsuden,#energyconservation,#radioactiveparticles,#nuclearpower,#earthquake,#tsunami,#californiacoast,#pacificocean,52934
6/25/2024 12:43,The 2011 neuclear disaster in Japan was caused by a tsunami.  It had environmental implications that impacted places as far away as the California coast.  As a result ,#Neuclear Disaaster,#Tsunami,#Japan electricity usage,#neuclear disaster implications for,#Neuclear devastation reasches calr,#Japanes aversion to el,#156k Japanese displaced.,#Who estimates for thyroid cancer,#setsudan,#Radioactive isotopes,156k people displaced in Fukushima Japan Neuclear disaster.  Radioactive isotopes reached as far as the California coast.  Who has issued a warning for infant girls exposed to the isotopes.  As a result Japanese electrical use has become more conservative.,#Neuclear diaster,#tsunami,#radio active isotopes,#156k people displaced,#Japanese using less electricity,#70% of infant girls affected,#japanese electrical usage,#45 foot tsunami ,#WHO recomondations,#tsunami damage,92511
6/25/2024 12:25,"Japanese earthquake causes devastating aftermaths to oceanic localities, leads to reduction of power usage for the entire country ",#earthquake,#powersavingquake,#radioactiveexclusionzone,#energyconsumption,#japanquakeraisescancer,#setsudan,#radioativeocean,#earthquakecausesnucleardisaster,#naturaldisastercauseshumandisaster,#2011savingenergytoday,"Japan experiences earthquake that causes radioactive particles to spread, causing human damage and a decrease in overall power usage ",#powersaving,#quakecancer,#naturaldisaster,#cancercausingquake,#japanquakecausescancer,#powersaving,#savetheplanet,#earthquakemakeswaves,#dontdrinkthewater,#steerclear,44994
6/25/2024 12:26,Please consider donating to help infant girl victims of the Fukushima nuclear disaster of 2011. The WHO stated those girl may get thyroid disease,#thyroidcancer,#cancersucks,#nucleardisaster,#infantgirls,#Japanearthquake,#japanenergyshortage,#helpJapan,#damageinJapan,#nuclearplantban,#WHO,"Please help the infant girls of Fukushima, Japan. Nuclear waves have effected those little girls according to the WHO and they may develop thyroid cancer. ",#thyroidcancer,#WHO,#cancersucks,#Fukushimanuclear,#nuclearbomb,#helpJapan,#infantloss,#bannuclear,#Japanenergy,#helpJapanenergy,33605
