RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
4/30/2024 13:25,Remember the survivors and lower your consumption of electricity. #Fukushima nuclear disaster,#Conserve electricity,#Help others,#Be part of the movement,#Survivor struggle,#Learn from the past,#Move into the future,#Natural disaster,#Overseas disaster,#Don't forget,#Start now to change,Remember the past and save and conserve electricity to help the future,#Be the change,#Move forward,#Don't relive the past,#Learn from the past,#Learn from major events,#Embrace the future,#The future is yours,#The choice is yours,#Don't forget our disasters,#Support our survivors,47051
4/30/2024 13:26,"Such a tragic and scary event. I remember it vividly and being concerned about the radiation spreading throughout the  Pacific. It's interesting though, that something positive came of the incident. Japanese residents reduced their energy use and continue to do so.",#TsunamiScareInJapan,#RadiationInThePacific,#ThyroidCancerInGirls,#EnergyUseReducedEqualsSilverLining,#TragedyInJapan,#JapanFacesConsequences,#UnsafeNuclearPowerPlant,#13YearsLaterNowWhat,#NuclearPlantEarthquakeSafe,#FutureHealthConcerns,Fukushima was such a tragic event. I remember it vividly. I had a lot of concerns about whether the radiation from the nuclear power plant would spread throughout the Pacific and what kind of lasting affect it would have on the ocean and people around the world.,#FukushimaLastingEffects,#BigConsequencesForJapan,#SickChildren,#RadiationSpreadingInThePacific,#SilverLiningLessEnergyConsumption,#TragicTsunami,#IsNuclearPowerWorthTheRisk,#AlternateEnergyOptions,#WhatNow,#SavePlanetEarth,50494
4/30/2024 13:27,Japan becomes radioactive. Fukushima nuclear meltdown in full effect due to latest earthquake.,#earthquake,#tsunami,#news,#meltdown,#nuclearmeltdown,#nuclearpower,#chrisis,#helpjapan,#prayforjapan,#newnews,"Fukushima, Japan in full meltdown. Nuclear fallout will be felt for decades.",#prayforjapan,#helpjapan,#earthquake,#nuclearfallout,#nuclearmeltdown,#meltdown,#chrisisinjapan,#rememberjapan,#rememberfukushima,#nuclearpower,88748
4/30/2024 13:27,"The Fukushima nuclear disaster happened in 2011 and was caused by the Tōhoku earthquake. The results were horrible. There was a 100-foot exclusion zone, but radioactive particles still traveled and caused harm.",#Daiichi ,#exclusionzone ,#radioactive ,#particles ,#tsunami ,#earthquake ,#radiation ,#energy ,#displaced,#disaster,"The Fukushima nuclear disaster was caused by an earthquake. This disaster led to a nuclear containment zone being set up. Yet even still nuclear particles got out and could impact the lives of people, especially baby girls.",#radioactive ,#Setsuden ,#earthquake ,#exclusion ,#cancer,#dangerous,#scary,#disaster,#suffering,#pain,86720
4/30/2024 13:28,"Radiation from nuclear disasters are something that scares me more than anything. I couldn't imagine feeling like those people in Fukushima being hit with that earthquake, being radiated sounds so terrifying and losing your home at the same time... #sad #fukushima #radiation # sc",#nuclearaccidents,#Disasters,#Renewables,#Earthquakes,#Radiation,#Energy,#Accidents,#Social,#Love,#Help,Something to think about with nuclear energy. Fukushima earthquake makes me think about the safety going to nuclear energy with natural disasters present.,#nuclear,#disasters,#scary,#earthquake,#awful,#sad,#radiation,#Nucleardisasters,#malfunction,#displacement,17847
4/30/2024 13:28,The Fukushima nuclear disaster is wild! It happened because of a giant earthquake with a tsunami with waves up to 130 feet tall! It had some huge nuclear impacts. It displaced 156k people b/c of all the nuclear discharge. Radiation really messed with people who lived nearby!,#radiationpoisoning,#earthquake,#nuclear,#falloutIRL,#FukushimaExclusionZone,#cancercausing,#130ftwaves,#tsunami,#nuclearpowerplant,#Setsuden,"Fukushima is crazy to hear about! A tsunami, earthquake, and a nuclear disaster all in one! Can you imagine? Having to relocate all while knowing you and your family were exposed to cancer causing chemicals?! It's Fall Out IRL",#nuclear,#cancer,#radiation,#powerplant,#cancer,#radioactive,#exclusionzone,#nucleardisaster,#disaster,#damage,72092
4/30/2024 13:28,"Wow the Fukushima nuclear disaster was very dangerous and created problems in many different areas throughout Japan, like health risks and electrical use habits.",#NuclearDisaster,#ThyroidCancer,#Radiation,#Danger,#SaveElectricity,#Displacement,#TohokuEarthquake,#Tsunami,#Batteries,#NuclearRadiation,Wow the nuclear disaster in Japan was very dangerous and led to many problems for people like having to save electricity and cancer.,#nucleardisaster,#setsuden,#standwithjapan,#radiation,#thyroidcancer,#radioactivity,#powerplant,#energy,#hazard,#saveenergy,57603
4/30/2024 13:28,"The 2011 nuclear accident at the Daiichi Nuclear Power Plant was a cause of a natural disaster, an earthquake. Unfortunately, these disasters will become more common as climate disasters do. #globalwarming #climate #climatechange #heat #disaster #nuclear #accident #carbon #NGOs",#nuclear,#alternativeenergy,#disaster,#earthquake,#reactors,#energy,#radiation,#nuclearmeltdown,#tsunami,#radioactivity,"Very sad that the 2011 nuclear disaster at the Daiichi Nuclear Plant was caused by natural disasters. Unfortunately, these will become more common as climate change increases the frequency of natural disasters. We must be better prepared.",#nuclear,#climate,#disasters,#energy,#earthquake,#tsunami,#climatechange,#globalwarming,#efficiency,#radioactivity,49122
4/30/2024 13:29,"It's been more than 13 years since the Fukushima nuclear disaster. It represents one of the costliest disasters in human history, not only in terms of economic damages but also the loss of human lives. ",#Powerful,#Resilience,#Incredibly destructive,#Damaging,#Signifciant,#Momentous,#Tragic,#Human toll,#HumansHelping,#Considerate,Japan residents came together to help reduce electricity usage in order to help those affected by Fukushima. ,#HumansHelping,#Compassion,#Selflesspeople,#Tsunami,#Impactful,#Moving,#Beneficial,#Groundbreaking,#RecoveryEfforts,#NuclearPlantDisaster,11384
4/30/2024 13:29,"The Fukushima nuclear disaster in Japan resulted in lasting environmental damage in a 100-foot exclusion zone. Residents in the area were exposed to dangerous levels of radiation and 156,000 people were displaced. This disaster inspired the Setsuden (saving electricity) movement.",#nuclear,#disaster,#radiation,#cancer,#electricitysaving,#japandisaster,#health,#environmentaldisaster,#exposuretoradiation,#displacement,"The Fukushima nuclear disaster in Japan resulted in the displacement of around 150,000 people and lasting medical issues due to radiation exposure. This disaster catalyzed the ""saving energy"" movement in Japan.",#nuclear,#disaster,#nucleardisaster,#radiation,#health,#environment,#chernobyl,#exposure,#radiationexposure,#savingenergy,46604
4/30/2024 13:29,Earthquake in Japan causes nuclear disaster with long ranging consequences,#nuclear,#diaster,#japan,#health,#earthquake,#radioactive,#girls,#thyroid,#sea,#ocean,"Nuclear disaster caused by earthquake in japan, containment zone",#nucleardisaster,disaster,nuclear,#thyroidcancer,#containmentzone,#energy,#cancer,#oceanhealth,#health,#oceandisaster,42474
