RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
5/22/2024 12:30,"#saveelectricity  I think I'll pass on learning to save electricty with a nuclear accident like with the #Daiichinuclearpower

I'll just turn up my AC this summer. ",#saveelectricity,#nuclearpower,#Daiichinuclearpowerplant,#reduceenergyconsumption,#thyroidcancer,#energyconsumption,#daiichinuclearpower,#turnupyourthermostat,#saveourenergy,#neverforget,UH!  Yikes.  This is a horrible way to save on electricity.  I pass on the thyroid cancer.,#nuclearpower,#saveelectricity,#electricity,#turnupyourair,#turndownnuclearplants,#itshot,#itssummertime,#scaryhistory,#dontrepeathistory,#timeout,48160
5/22/2024 12:31,A tsunami caused the Fukushima nuclearplant to leak radioactivity and the effects of that are still being felt today,#Fukushima,#nuclear,#tsunami,#dangerous,#earthquake,#nuclearaccident,#radiation,#nuclearpower,# atomic bomb,# radioactivity,Fukushima Nuclear Power Plant disaster caused by tsunami causes issues for women years later,#Fukushima,#Tragedy,#tsunami,#nuclearpower,#NuclearPlant,#womensissues,#Japan,#naturaldisaster,#atomic omb,#dangerous,49408
5/22/2024 12:30,"I am likely to have thyroid cancer because of the nuclear accident in 2011, I was traveling in Japan then... I can't believe such a horrific event happened. Praying for everyone in the event.",#neverforget3/11/11,#survivor ,#endnuclear,#nomorenuclear,#ihatenuclear,#tragedyinjapan,#justiceforjapan,#fukushimapray,#pray4fukushima,#fukushimajapantragedy,"The tragedy that happened on March 11, 2011 in Japan was truly unreal and so terrible. ",#savejapan,#people4japan,#findhelp4Fukushima,#nomorenuclear,#nuclearneveristheanswer,#Japansafety,#helpFukushima,#rebulidFukushima,#people4Fukushima,#iloveFukushimajapan,51257
5/22/2024 12:31,I feel for the children that were exposed to radiation and are at higher risk for cancer as a result of the 2011 Fukushima earthquake and nuclear accident. ,#Earthquake,#NuclearAccident,#cancer,#Cancersucks,#radiation,#californiacoast,#nuclear,#fyp,#radioactive,#WHO,"So sad to hear that an earthquake in 2011 put babies at risk for cancer due to the nuclear accident that occured as a result of the earthquake. My heart goes out to those in Fukushima, Japan. ",#earthquake,#naturaldisasters,#WHO,#cancersucks,#trending,#nuclearaccident,#childhoodcancer,#heartbreak,#2011,#radioactive,59161
5/22/2024 12:33,"In 2011 an earthquake led to the Fukushima nuclear disaster, displacing hundreds of thousands of people. We need to ensure nuclear facilities are safe for the sake of all people. #neverforget #fukushima #cleanenergy #safeenergy #progress",#neverforget,#cleanenergy,#safeenergy,#fukushima,#2011,#safety,#osha,#hazardous,#nuclearenergy,#energyindustry,The Fukushima disaster is a prime example of why we need to ensure that all nuclear power plants are updated with the latest safety features and programs. Displacing hundreds of thousands of people is unacceptable.,#safety,#energy,#nuclearenergy,#neverforget,#energyindustry,#osha,#publicsafety,#safeenergy,#cleanenergy,#nuclear,65519
5/22/2024 12:29,Fukushima nuclear disaster set precedence for fantastic energy saving options! Everyone should implement some of the policies Japan has adopted to help save energy in their area.,#Energysaving,#NuclearDisaster,#Setsuden,#SavingElectricity,#Cancer,#Nuclear,#GlobalHarm,#ThyroidCancer,#Energyshortage,#Savetheplanet,"The nuclear event that happened due to an earthquake, while devastating, really paved the way for helping Japan save a ton of energy.",#Nuclear,#Cancer,#Savetheenergy,#Helptheplanet,#NuclearDisaster,#Reduceyourenergy,#Savetheplanet,#JapanEarthquake,#Nuclear2011,#Education,43466
5/22/2024 12:32,Never forget the Fukushima nuclear disaster of 2011 and how the country of Japan came together as a nation to overcome the fallout and ensuing energy crisis. #Japanesehistory #Unitedincrisis #Nucleardisaster,#JapaneseHistory,#UnitedInCrises,#NuclearDisaster,#Tsunami,#WHOResponse,#Setsuden,#2011,#Fukushima,#EnergyShortage,#PacificOcean,In 2011 Japan came together as a nation to overcome a nationwide energy crisis onset by a nuclear disaster in Fukishima as a result from the largest tsunami Japan had ever seen,#UnitedinCrisis,#NuclearDisaster,#2011,#PacificOcean,#JapaneseHistory,#EnergyCrisis,#Tsunami,#StrengthOfANation,#NuclearFallout,#ExclusionZone,82530
5/22/2024 12:28,The Fukushima nuclear disaster was a horrible incident that will affect the Japanese population for a long time. #Fukushima #earthquake #Japan #2011,#Earthquake,#Radioactive,#Environment,#Scary,#Nuclear,#Pacific Ocean,#California,#PowerPlant,#Electricity,#Energy,The Fukushima incident in Japan was horrible and will likely affect the Japanese population for years to come.,#earthquake,#nuclear,#radioactive,#environment,#pacificocean,#health,#thyroidcancer,#nature,#time,#responsibility,88102
5/22/2024 12:33,"The Fukushima nuclear disater was caused by the Tōhoku earthquake on March 11, 2011. The earthquake caused a tsunami that damaged the power plant. The aftermath of this included an exclusion zone that displaced 156,000 people and increased the rates of throid ",#earthquake,#tsunami,#throidcancer,#electricalusage,#energyconsumption,#savingelectricity,#setsuden,#radioactive,#powerplant,#displacement,"The Fukushima nuclear disaster occurred on March 11, 2011 & was caused by an earthquake. The earthquake caused a tsunami to form and that damaged a local powerplant. This caused many young girls to be at high risk of developing thyroid cancer & led to saving electricity movement.",#tsunami,#nucleardisaster,#earthquake,#thyroidcancer,#electricity movement,#naturaldisaster,#powerplant,#tallwaves,#energyconsumption,#energyshortage,31196
5/22/2024 12:31,"The Fukushima nuclear accident that occurred in March, 2011 is still affecting the world today. Many Japanese people were exposed and displaced from the exclusion area. The direct effects of the radioactive isotopes entering the Pacific Ocean are still being seen to this day. ",#nucleardisaster,#earthquake,#pacificocean,#thyroidcancer,#uselesselectricity ,#saveelectricity,#energyreduction,#tsunami,#radioactiveisotopes,#environmentalconcerns,"The Fukushima nuclear disaster that occurred in March, 2011 is still impacting the world today. As a result, Japan has been working hard to use less electricity. Over a hundred thousand Japanese were displaced from the exclusion zone and were affected by the radioactive isotopes.",#uselesselectricity,#saveelectricity ,#nucleardisaster,#thyroidcancer,#pacificocean,#earthquake,#tsunami,#radioactiveisotopes,#exclusionzone,#naturaldisaster,97210
