RecordedDate,tweet1,hashtag1_1,hashtag1_2,hashtag1_3,hashtag1_4,hashtag1_5,hashtag1_6,hashtag1_7,hashtag1_8,hashtag1_9,hashtag1_10,tweet2,hashtag2_1,hashtag2_2,hashtag2_3,hashtag2_4,hashtag2_5,hashtag2_6,hashtag2_7,hashtag2_8,hashtag2_9,hashtag2_10,random ID
4/19/2024 10:22,The tohoku earthquake in 2011 cause so much damage to many family’s even to this day girls are finding the cause to thyroid cancer to be linked to the nuclear explosion the earthquake caused.,#earthquake,#thyroidcancer,#nuclearexplosion,#tsunami,#nuclearpowerplant,#electricityinjapan,#globaldamage,#worldwidedisaster,#nucleardisaster,#powerplant,The largest recorded earthquake in Japan caused unexplainable damages in 2011. From a tsunami to nuclear power plant explosion. ,#tsuanmi,#largestrecordedearthquakeinjapan,#naturaldisaster,#nuclearpowerplant,#globaldisaster,#worldwide,#disaster,#thyroidcancer,#electrcitydamage,#japan2011,75749
4/19/2024 10:26,"Fukishima Nuclear Disaster effecting people from the Japanese coast, Pacific Ocean, and well into the California Coastline.  

#nuclear #thyroidcancer #California #Japan #Radiation #Pollution #Setsuden #Tsunami ",#ThyroidCancer,#CaliforniaCoastline,#Tsunami,#Setsuden,#PacificOcean,#Disaster,#AntiNukes,#Pollution,#Fishing,#NuclearPowerPlant,"Fukishima Nuclear Disaster damage ranges from the Japanese coast, Pacific Ocean, and even the California Coastlines!",#NuclearPowerPlant,#Fishing,#Seafood,#Tsunami,#Setsuden,#CaliforniaCoastlines,#AntiNukes,#Radiation,#Pollution,#ThyroidCancer,70621
4/19/2024 10:27,"Reflecting on the Fukushima disaster of 2011, triggered by the Tōhoku earthquake & tsunami. The impact was global, displacing thousands & raising radiation concerns. Let's prioritize safe, sustainable energy and support affected communities.",#FukushimaDis,#TōhokuQuake,#NuclearSafety,#RadiationRisk,#RenewableFuture,#CommunityRes,#EnergyCon,#DisasterPreparedness,#EnvironmentalImpact,#GlobalAwareness,"Reflecting on the Fukushima disaster of 2011, triggered by the Tōhoku earthquake & tsunami. The impact was global, displacing thousands & raising radiation concerns. Let's prioritize safe, sustainable energy and support affected communities.",#FukushimaDisaster,#TōhokuEarthquake,#NuclearSafety,#RadiationRisk,#RenewableFuture,#CommunityResilience,#EnergyConservation,#DisasterPreparedness,#EnvironmentalImpact,#GlobalAwareness,15875
4/19/2024 10:27,"The story of Fukushima's nuclear disaster is an indication of our energy consumption and the dangers that are associated with it. As the media spread awareness, Japan has significantly cut back on electrical use. This is how we learn! #nuclearenergy #awareness",#nuclearenergy,#globalawareness,#powerplant,#nuclearleak,#tsunamiof2011,#japanearthquake2011,#nucleardisaster,#radioactivity,#radioactivityawareness,#energyconsumption,The 2011 disaster in Fukushima accurately depicts the danger of nuclear disaster and our energy consumption. Hundreds of thousand were displaced,#nuclear,#earthquake,#tsunami,#japanesetsunami2011,#nucleardisaster,#powerplant,#energyconsumption,#devastation,#destruction,#naturaldisaster,22209
4/19/2024 10:27,"The Fukushima nuclear disaster - the consequences and how Japan is moving forward.
#fukushima #japan #nuclearpower #tohoku #earthquake #tsunami #energy #radioactive #setsuden #daiichi",#japan,#nuclearpower,#earthquake,#tsunami,#setsuden,#fukushima,#energy,#daiichi,#who,#radioactive,The Fukushima disaster in Japan led to many displaced and future health consequences - find out how Japan is moving forward.,#fukushimadisaster,#japanearthquake,#tsunami,#japantsunami,#nuclearpower,#radioactive,#setsuden,#daichi,#thyroidcancer,#nuclearfallout,41968
4/19/2024 10:27,"It's really sad to see how horrible this accident was, but it's good to see a government that actually cares about its people stepping up to do something about it! I can't imagine that would happen in the US...",#theuscanlearnfromthis,#staystrong,#sad,#unfortunate,#disaster,#caringgovernment,#unfortunateaccident,#reliefforjapan,#prayforjapan,#getridofnuclearpower,"We need solar energy, not nuclear energy! We should do everything we can do in order to prevent this disaster from happening again!",#solarnotnuclear,#disaster,#nuclearpower,#radiation,#saveourcities,#horrible,#naturaldisaster,#tsunami,#earthquake,#wecandobetter,28281
4/19/2024 10:27,"Massive earthquake in Japan, nuclear issues to follow for generations.  Thousands displaced, in danger.  Horrific Scene.  My thoughts and prayers go out to anybody affected.  ",#nuclear,#nucleardisaster,#prayers,#disaster,#radiation,#radiationpoisoning,#redcross,#earthquake,#naturaldisaster,#nuclearpower,Major breaking news out of Japan: Massive earthquake and tsunami near nuclear power plant.  Thousands of lives at risk.  Nuclear contamination and cleanup to take lifetimes to recover.,#earthquake,#disaster,#japanquake,#nuclear,#radiation,#cancer,#tsunami,#crisis,#breakingnews,#death,45693
4/19/2024 10:28,"Remembering the #FukushimaDisaster on March 11, 2011. Lets push for better #NuclearSafety. This earthquake triggered a devastating tsunami, leading to catastrophic disaster because of unsafe nuclear practices. Efforts are underway to continue to improve safety and better practice",#FukushimaDisaster,#NuclearSafety,#Tsunami,#RadiationExposure,#SaveElectricty,#Earthquake,#Nuclear,#RadiationSafety,#JapanDisaster,#DisasterRecovery,"Remembering the Fukishima Disaster of 2011. Devastating earthquakes rumbled the ground, creating tsunamis that caused widespread destruction in Japan. ",#Earthquake,#Radiation,#NuclearDisaster,#Destruction,#MotherNature,#CleanEnergy,#GoGreen,#NuclearPower,#BigWaves,#Cancer,22831
4/19/2024 10:28,The Fukushima nuclear disaster in 2011 is a reminder for all the world to be aware of dangers of nuclear energy use. Predictions now suggest that infant girls who are exposed to radiation have a 70% greater likelihood that they will develop thyroid cancer. This can be avoided.,#Nuclear,#NuclearEnergy,#Cancer,#Earthquakes,#BeAware,#CancerProtection,#SayNoToNucler,#Carcinogens,#TsunamiPower,#NuclearPowerPlants,"Nuclear disasters can be avoided if we are aware of some of the issues beforehand. The 2011 Japan Nuclear disaster is a great example of what we can learn from the past. We can do better for our current and future societies, and we must do better to ensure safety for all.",#Nuclear,#NuclearEnergy,#Cancer,#DoBetter,#NuclearPower,#PowerPlant,#Earthquake,#Carcinogens,#CancerPrevention,#EnergyCrisis,28914
4/19/2024 10:28,"Did you know that on March 11, 2011 Japan faced the largest earthquake ever recorded?  The Tohoku earthquake lead to the destruction of the Fukushima Plant leading to radiation spills.  Girls born today face a 70% increase of thyroid cancer today. ",#climatechange,#worldnews,#majorevent,#earthquake,#heatlh,#radiation ,#cancer,#history,#themoreyouknow,#WHO,"On March 11, 2011 Japan faced its largest earthquake.  This lead to the Fukushima Power Plant Disaster.  Due to this disaster, radiation has been exposed.  Currently, girls are at a 70% risk of developing thyroid cancer. ",#radiation ,#health,#earthquake,#disaster,#helpjapan,#worldnews,#historicweatherevent,#nuclear,#powerplant,#climatechange,92206
4/19/2024 10:28,"We should all be aware of our vulnerablilty to nuclear disasters, just like the one in Fukushima, Japan. What have we done in the U.S. to prepare for this? This has impacted them for many years to come. ",#Fukushima,#nuclearplants,#climatechange,#nucleardisaster,#areweprepared,#whatarewedoing?,#couldwebenuclear?,#radioationimpacts,#fukuchimanuclearplants,#Fukushimadisasterimpacts,A devestation event struck Fukushima Japan years ago and they are still dealing with the outcome. How are we prepared for such event? What precautions are our nuclear plants following?,#Fukushimatragedy,#TragedyinJapan,#NuclearSafety,#NuclearDevestation,#RadiationCancer,#ThyroidCancer,#RadioactiveJapan,#RadioactiveAftermath,#AreWePrepared,#NuclearSafetyAwareness,20297
4/19/2024 10:28,Still hard to believe the Fukushima Nuclear Disaster was only 13 years ago. Terrible tragedy but good came out of it with the energy reduction across Japan. ,#NuclearDisaster,#tragedy,#sad,#hopeforthefuture,#Japan,#japandisaster,#fukushima,#energyreduction,#tsunami,#japanearthquake,Hard to believe the Fukushima disaster was only 13 years ago. Though a tragedy some good did come out of it and energy reduction is now better throughout Japan. ,#naturaldisaster,#nucleardisaster,#tragedy,#japantsunami,#cancercausing,#energyreduction,#hopeforthefuture,#nuclearpower,#earthquake2011,#cancer,33653
